书***遥,2017-03-16 21:04:36,东西收到，用了两天，感觉还可以，店家服务态度也好，物流快
梁***啊,2017-03-16 20:16:18,服务态度很好，电脑和描述的一样，我是搞活动的时候买的，便宜了100块
t***3,2017-03-16 18:39:25,颜色很正，是我想要的红色，反应很快，室友都说好呢，，，卖家态度也很好，大爱
何***剑,2017-03-16 18:19:36,此用户没有填写评论!
郁***眼,2017-03-16 18:12:26,电脑挺好，就是刚开始有点卡，感觉风扇声音有点大，后面就好多了，送的赠品质量也都挺好的。客服人很好，很耐心帮我解答问题，表白客服。白色没有了就买了黑色，到手发现黑色也挺好看的。
王***滔,2017-03-16 18:09:30,宝贝不错??，喜欢，客服态度很好?，谢谢啦！
c***丶,2017-03-16 16:58:58,非常不错，快递很快，打游戏流畅，英雄联盟画质可以调非常高，并且流畅，dnf进入游戏很快，外观好看，是正品的，还送屏幕膜，就是不会贴，呵呵总之不错！
单***4,2017-03-16 16:57:06,还可以 挺好看的
你***啊,2017-03-16 16:40:30,嗯  宝贝开机速度超级快 真的是7秒  反应很快 玩游戏也不卡 外形简直高大上  很薄 带出去也很方便 还送了六重豪礼 喜欢实用  快递超级快一天就到了  包装也很好一点都没破   客服态度也很好  不懂的问了客服  都一步一步教我怎么做
y***霏,2017-03-16 15:15:19,电脑收到了，包装很好，结实，快递快没压到，客服剑客，小七服务都周到，问题都一一解决，买的海军蓝，金属质感的外观感觉挺好看的，喜欢，开机十几秒，我加了内存，加了固态的，运行速度超快，用起来蛮流畅的，一次开心的网上购物。
追***子,2017-03-16 13:29:22,第一次在淘宝上买大件物品，还是比较担心，不过还好没有失望，物流第二天就到了，电脑也不错就是运行的声音有些大，电脑我也不太懂。问了客服，也没解决，总体来说好是不错的。华硕开机也就是十秒吧。画图用还不错。好评！
张***1,2017-03-16 13:01:57,笔记本昨天收到迫不及待的打开看包装完好配件齐全送的东西也全部到位开机试了下速度飞快）游览网页一点也不卡观看视视也不卡华硕品牌值得信赖店家服务态度很好！五星购物！
转***姐,2017-03-16 11:03:39,电脑收到了，顺丰超快，2天就到了，包装严实，没损坏，打开一看，颜色耐看，本本外观精美，高档，喜欢，客服剑客有耐心，不懂的都可以问，辛苦了
杨***0,2017-03-16 10:00:52,物流比较慢，开机也没有那么快
回***虹,2017-03-16 09:14:22,宝贝期待三天终于从京都邮到杭州了，刚开始很纠结买联想，还是华硕，参考了很久，不管是配置还是价格华硕都比联想有优势，决定买华硕了，众望所归啊，没让我失望，速度很快，噪音很小，散热很好，清晰度很高，价格实惠，礼品多多，还有服务到位，有什么问题一一解决，一次愉快的购物，祝店家生意兴隆！
q***9,2017-03-16 08:09:44,用了几天后才来评价的，感觉很好，性价比很高
j***边,2017-03-16 07:17:12,配置很好 卖家人也很好 给我解答了很多不懂的东西 还送了一个键盘
付***9,2017-03-16 01:30:57,非常感谢
愿***m,2017-03-15 20:50:18,虽然中间出了一些问题，不过客服还是耐心的解决了。
