天***会,2017-03-16 21:22:39,正品，很好，合适用了。。。。。。
n***白,2017-03-16 18:39:36,lenovo的产品质量有保证，相信卖家质量，是正品，产品外观也漂亮，非常满意，一下买了两台，还会继续购买的。
李***4,2017-03-16 17:30:24,快递很快，发顺丰，一天就到了，电脑很好用，反应挺快，我朋友也要拍的，感谢卖家。。
y***8,2017-03-16 13:42:22,联想电脑好，和描述的一致，卖家服务好，有问必答，电脑的运算速度很快，满意的一次购物哦，好评！
q***n,2017-03-15 19:38:45,SSD固态硬盘的速度就是快。选电脑固态硬盘是必备啊！
c***5,2017-03-15 09:47:21,电脑很好看，开机10秒，跑分在8w多。刚买回来很卡东西都要1分钟才能打开，后来找客服优化了下，现在速度挺快的。
张***8,2017-03-14 22:32:45,客服服务态度好，电脑现在开机只要8秒
l***3,2017-03-14 18:56:24,电脑不错，速度杠杠的！配置很高，性价比可以！
默***误,2017-03-14 15:45:18,还不错
y***0,2017-03-14 11:56:00,狠心的买了这款电脑?，虽然小贵，但配置及网速很满意，用了几天才评价，希望不会让我失望的，感谢客服耐心的解决首次激活问题，，，
w***0,2017-03-13 14:12:19,拍下当天发货，顺丰快递！收到后检测，硬件配置与描述相同，开机使用正常，点赞！！
小***丫,2017-03-13 10:06:53,特意使用了几天才来评论，外观不错，蛮时尚的，开机速度一般9秒左右！性能也算不错了，虽然在安装office过程中遇到一些问题，但都解决了，还是给个赞！
二***5,2017-03-12 20:05:47,是正品，给好评，，暂时没有太大问题，电脑很漂亮，手感不错。游戏不卡。很流畅，就是开机声音大。
y***5,2017-03-12 17:04:36,电脑收到了，运行速度很快，快递和发货都很迅速
l***g,2017-03-11 14:02:03,点还还行挺好的安装的cad2014也不很卡游戏啥的还没测试暂时不错用一段时间来追评哦
a***0,2017-03-11 13:52:45,外观很赞，性价比也不错，15.6英寸的屏幕用来看电影打游戏也超好的说。
s***林,2017-03-11 01:43:44,物流稍微有点慢，电脑稍微有点卡，win10还要自己装-_-||客服态度还可以，赠品齐全。凑合用吧！
